StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Gender_4_TEXT,age_1,marital,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_7,Ethnicity_8,Ethnicity_-99,Ethnicity_8_TEXT,Income,sex_or,Education,Moderators2_t_First Click,Moderators2_t_Last Click,Moderators2_t_Page Submit,Moderators2_t_Click Count,PROLIFIC_PID,GrpNum,STUDY_ID,SESSION_ID
4/10/2024 14:56,4/10/2024 14:56,0,172.6.189.69,100,16,1,4/10/2024 14:56,R_1CQutLo0izx0JCI,,,,,38.4819,-121.4024,anonymous,EN,2,,23,1,,,,,1,,,,,,4,1,4,1.194,14.85,15.854,9,65cbca0ac365d914186bfb78,13,6616a611b1d4fd89aac7dfaa,66170acf92dd647160780c98
4/10/2024 14:56,4/10/2024 14:56,0,174.216.3.122,100,25,1,4/10/2024 14:56,R_7KZbj4ySEczTVvv,,,,,35.2296,-80.843,anonymous,EN,2,,53,1,,1,,,,,,,,,2,3,4,2.225,23.283,23.933,22,56952368e0c800000559f90b,12,6616a611b1d4fd89aac7dfaa,66170ab83bca56a9a4002ed1
4/10/2024 14:56,4/10/2024 14:56,0,68.189.4.163,100,16,1,4/10/2024 14:56,R_3L1tiP1Pebnq7c8,,,,,35.168,-120.4644,anonymous,EN,2,,21,1,,,,,1,,,,,,5,1,2,1.104,14.604,16.07,7,60bd88b8fc436774352f53b9,11,6616a611b1d4fd89aac7dfaa,66170a40c24fdb22bb6da5e0
4/10/2024 14:56,4/10/2024 14:56,0,76.131.216.132,100,15,1,4/10/2024 14:56,R_517stghZCAea0MV,,,,,38.8503,-104.8567,anonymous,EN,1,,30,2,,1,,,,,,,,,3,1,2,1.241,13.359,14.549,7,63d45a7df8f7c19c1dce7c3d,16,6616a611b1d4fd89aac7dfaa,66170ac63d7de68d9ba9be47
4/10/2024 14:56,4/10/2024 14:56,0,47.216.107.136,100,15,1,4/10/2024 14:56,R_722UpGoMSbnQVcR,,,,,35.2303,-111.5791,anonymous,EN,2,,29,1,,,,,1,,,,,,4,1,2,1.599,13.517,14.976,9,6090578fb2299eacaec32b7a,8,6616a611b1d4fd89aac7dfaa,66170aff9ead170d4aea37ba
4/10/2024 14:56,4/10/2024 14:57,0,47.187.113.250,100,22,1,4/10/2024 14:57,R_7Y2PrICnBcbTNyk,,,,,32.961,-96.9841,anonymous,EN,2,,29,1,,1,,,,,,,,,2,1,5,1.078,20.785,21.799,19,6604cc1105cf0f2779ae1ae8,16,6616a611b1d4fd89aac7dfaa,66170ae74a1c6387856b2420
4/10/2024 14:56,4/10/2024 14:57,0,99.10.162.77,100,34,1,4/10/2024 14:57,R_32RTZT3qfI0eC2d,,,,,34.1931,-118.1383,anonymous,EN,2,,35,2,,1,1,,,,,,,,6,3,4,2.938,33.211,34.286,9,61268aab42ee70653978fdde,15,6616a611b1d4fd89aac7dfaa,66170ab7a0cada45ab7df027
4/10/2024 14:56,4/10/2024 14:57,0,35.142.217.211,100,17,1,4/10/2024 14:57,R_75AvdkzukY1vo3u,,,,,27.4843,-82.5813,anonymous,EN,1,,62,2,,1,,,,,,,,,6,1,4,1.31,14.81,16.197,7,609a5974625e18ab158c9a3e,5,6616a611b1d4fd89aac7dfaa,66170acbd4841a81db91ed52
4/10/2024 14:56,4/10/2024 14:57,0,147.4.36.76,100,12,1,4/10/2024 14:57,R_3w14vdU6DQosER6,,,,,40.7193,-73.6006,anonymous,EN,1,,22,1,,1,,,,,,,,,1,1,4,0.778,10.881,11.747,8,6273e74790a5c7b39756a5bc,7,6616a611b1d4fd89aac7dfaa,66170b084a127b90e73964ad
4/10/2024 14:56,4/10/2024 14:57,0,108.6.144.116,100,18,1,4/10/2024 14:57,R_1DFF5gCsUCD9hmP,,,,,40.7637,-73.7695,anonymous,EN,2,,35,1,,1,,,,,,,,,4,1,4,2.56,14.7,16.661,7,60ccbffae161aadb1880ad6c,1,6616a611b1d4fd89aac7dfaa,66170af999ca698ed799b9c6
4/10/2024 14:56,4/10/2024 14:57,0,99.32.80.230,100,20,1,4/10/2024 14:57,R_3CKlYq7TR2YfkJs,,,,,32.6487,-97.335,anonymous,EN,2,,28,1,,,,1,,,,,,,3,1,3,1.352,19.791,20.379,18,5d92ac10a45dbf0019d5e7fd,2,6616a611b1d4fd89aac7dfaa,66170acf718fb40468d0541e
4/10/2024 14:56,4/10/2024 14:57,0,50.29.233.30,100,54,1,4/10/2024 14:57,R_25QNzULsKY6hW8N,,,,,41.1404,-75.9364,anonymous,EN,2,,77,4,,1,,,,,,,,,2,1,2,3.13,51.385,52.89,13,60367f78082e3dedb8238ea3,3,6616a611b1d4fd89aac7dfaa,66170a9c00dadcc6fcdce0b1
4/10/2024 14:56,4/10/2024 14:57,0,68.60.142.38,100,35,1,4/10/2024 14:57,R_72XSUtP2HWu5MDn,,,,,41.9604,-85.6407,anonymous,EN,2,,68,2,,1,,,,,,,,,2,1,3,2.455,31.112,34.506,9,643ebfff661435ecda5a3580,7,6616a611b1d4fd89aac7dfaa,66170a7d895a702fed715095
4/10/2024 14:56,4/10/2024 14:57,0,104.228.93.178,100,25,1,4/10/2024 14:57,R_7Ff6XxNF0ptSkSK,,,,,42.57,-77.7109,anonymous,EN,1,,46,1,,1,,,,,,,,,1,1,2,2.452,21.073,22.887,7,5d2be08d51dbc80015b35ea4,3,6616a611b1d4fd89aac7dfaa,66170acc2bfff6a92152e00e
4/10/2024 14:56,4/10/2024 14:57,0,76.176.31.224,100,42,1,4/10/2024 14:57,R_3NwDK1YOpYtWhUY,,,,,34.113,-118.1888,anonymous,EN,1,,46,3,,1,,,,,,,,,4,1,5,28.941,39.839,41.095,7,62fcdbdd2bc88e5f058ca548,3,6616a611b1d4fd89aac7dfaa,6617079e65264a0308a30239
4/10/2024 14:56,4/10/2024 14:57,0,24.162.130.88,100,18,1,4/10/2024 14:57,R_2XCDK30dlA2suiJ,,,,,31.0262,-97.6131,anonymous,EN,1,,49,3,,1,,,1,,,,,,1,1,4,1.263,16.467,17.916,8,65d62743dfcd203fc76596e3,8,6616a611b1d4fd89aac7dfaa,66170afcf835d4bb15780c98
4/10/2024 14:56,4/10/2024 14:57,0,67.174.62.130,100,25,1,4/10/2024 14:57,R_3pb7fenDHNXI8rG,,,,,37.7353,-121.4403,anonymous,EN,2,,30,1,,1,,,,,,,,,5,1,4,1.164,24.231,24.647,31,5e31abbc8c04300298a269d7,6,6616a611b1d4fd89aac7dfaa,66170afa3f413e74e22dcbeb
4/10/2024 14:57,4/10/2024 14:57,0,99.150.227.99,100,13,1,4/10/2024 14:57,R_6wBty6jIply0AlU,,,,,35.7614,-78.6015,anonymous,EN,1,,46,2,,1,,,,,,,,,6,1,4,1.492,12.081,12.501,19,60a2286e51973ae842a306ea,4,6616a611b1d4fd89aac7dfaa,66170ade453929b4ed4299d1
4/10/2024 14:57,4/10/2024 14:57,0,174.131.69.73,100,16,1,4/10/2024 14:57,R_7DtWxhG3JPYRmq7,,,,,29.8378,-82.6129,anonymous,EN,2,,46,2,,1,,,,,,,,,2,1,2,1.408,14.359,15.457,10,657f5cb338e31904b66cd970,17,6616a611b1d4fd89aac7dfaa,66170a28da3ea7e9792e5be6
4/10/2024 14:56,4/10/2024 14:57,0,68.117.161.89,100,32,1,4/10/2024 14:57,R_1KwxRS9jL1kfEB3,,,,,33.395,-86.8348,anonymous,EN,1,,43,1,,1,,,,,,,,,4,1,5,10.042,30.018,31.567,7,64416693b9184dbb9b169324,18,6616a611b1d4fd89aac7dfaa,66170add3f413e74e22dcbe5
4/10/2024 14:57,4/10/2024 14:57,0,47.226.60.222,100,30,1,4/10/2024 14:57,R_71NAdTy7ir4ePlL,,,,,35.6096,-88.8143,anonymous,EN,1,,63,1,,1,,,,,,,,,3,1,4,1.405,28.547,30.263,7,5f82567f1e720a3842580d23,6,6616a611b1d4fd89aac7dfaa,66170a12a86f4186ab4a33cf
4/10/2024 14:57,4/10/2024 14:57,0,72.68.154.243,100,17,1,4/10/2024 14:57,R_7c9xm5WYoJM6hgJ,,,,,40.5795,-73.9889,anonymous,EN,1,,39,2,,,,,1,,,,,,6,1,4,1.083,15.612,16.61,9,5c670a430d80fd00014264f9,5,6616a611b1d4fd89aac7dfaa,66170abaa86f4186ab4a33ef
4/10/2024 14:56,4/10/2024 14:57,0,24.125.60.79,100,36,1,4/10/2024 14:57,R_3ly51v7pjvoVqiS,,,,,34.2497,-84.4894,anonymous,EN,1,,34,2,,1,,,,,,,,,3,1,4,2.018,33.143,35.669,10,62b473736986d2b27c1427d2,14,6616a611b1d4fd89aac7dfaa,66170a9ab209b699616b2623
4/10/2024 14:57,4/10/2024 14:57,0,66.177.177.54,100,17,1,4/10/2024 14:57,R_3atrUDjotxCgG0o,,,,,30.3007,-81.4421,anonymous,EN,1,,35,3,,1,,,,,,,,,1,1,4,2.34,16.224,17.298,7,5b4cb885af5c4e00013aa33b,15,6616a611b1d4fd89aac7dfaa,66170a7e03dc91432c54e35a
4/10/2024 14:57,4/10/2024 14:57,0,204.84.167.130,100,20,1,4/10/2024 14:57,R_7WAzQjUYPUuGGv7,,,,,35.4875,-81.1755,anonymous,EN,2,,29,1,,1,,,,,,,,,2,1,5,1.701,18.652,19.532,9,61086dd335b5043ec71b99b5,16,6616a611b1d4fd89aac7dfaa,66170b06f39c0d4f6b371231
4/10/2024 14:56,4/10/2024 14:57,0,47.217.149.243,100,47,1,4/10/2024 14:57,R_7Sl4XBkDQ8oqElI,,,,,35.7445,-95.3451,anonymous,EN,1,,42,1,,1,,,,,,,,,1,2,2,4.23,45.849,46.758,16,55b424e1fdf99b526efcf8d0,11,6616a611b1d4fd89aac7dfaa,66170a913d7de68d9ba9be3f
4/10/2024 14:56,4/10/2024 14:57,0,172.12.24.38,100,41,1,4/10/2024 14:57,R_7x0d2U8EIsENvTX,,,,,42.2956,-83.321,anonymous,EN,4,"Nonbinary, genderfluid, transgender",35,1,1,1,1,,,,1,1,,Multiracial/Mixed Race,3,3,4,2.301,39.923,40.424,16,62fb9a3f8da41fb2b6d28121,1,6616a611b1d4fd89aac7dfaa,66170b039f0b8ad5b4002f14
4/10/2024 14:57,4/10/2024 14:57,0,47.147.63.230,100,24,1,4/10/2024 14:57,R_1lm7OXGZZZyOvm1,,,,,33.6056,-117.2662,anonymous,EN,2,,39,2,,,,1,,,,,,,5,1,2,1.891,20.39,22.469,11,606af90419f562e6af043de2,11,6616a611b1d4fd89aac7dfaa,66170b03fc751cc3c6861780
4/10/2024 14:57,4/10/2024 14:57,0,172.58.129.223,100,27,1,4/10/2024 14:57,R_7TmZ7xk2DLpXTPa,,,,,25.9562,-80.1828,anonymous,EN,2,,24,2,,,,1,,,,,,,3,1,3,1.2,25.887,26.436,22,60fd72c8576b250f548c9e27,2,6616a611b1d4fd89aac7dfaa,66170ae6f6730256e1c242ff
4/10/2024 14:57,4/10/2024 14:57,0,45.16.177.236,100,26,1,4/10/2024 14:57,R_139Gi6xaochJJ3x,,,,,42.1124,-87.979,anonymous,EN,1,,56,1,,1,,,,,,,,,6,1,5,1.6,24.484,25.377,10,5cb1cd86637a05000187532b,6,6616a611b1d4fd89aac7dfaa,66170afb96a248fb1c13f1b6
4/10/2024 14:57,4/10/2024 14:57,0,173.169.176.153,100,28,1,4/10/2024 14:57,R_7XhuEgpjZDTUlOP,,,,,27.9822,-81.6706,anonymous,EN,1,,47,2,,1,,,,,,,,,2,1,3,3.229,26.683,27.22,23,5e2fb94ce0512d563ef46990,10,6616a611b1d4fd89aac7dfaa,66170ac256b2e50507ff011b
4/10/2024 14:57,4/10/2024 14:57,0,50.106.161.75,100,24,1,4/10/2024 14:57,R_35NLOb6NdKIPT12,,,,,38.4203,-81.9947,anonymous,EN,1,,44,2,,1,,,,,,,,,2,1,3,1.952,22.296,23.315,14,5dd42e7f35cf744223c60d1b,2,6616a611b1d4fd89aac7dfaa,66170b0651f61b24642fbf90
4/10/2024 14:57,4/10/2024 14:57,0,24.107.196.24,100,25,1,4/10/2024 14:57,R_50CUo2AhzAMUTOq,,,,,38.6438,-90.5301,anonymous,EN,2,,27,2,,1,,,,,,,,,4,3,2,1.587,23.268,25.307,9,59f0f82ce75b450001a699ad,17,6616a611b1d4fd89aac7dfaa,66170afe1ed3e450b152e062
4/10/2024 14:57,4/10/2024 14:57,0,76.188.236.153,100,13,1,4/10/2024 14:57,R_120cImuGpMcTpQx,,,,,41.2307,-80.4539,anonymous,EN,1,,35,1,,1,,,,,,,,,2,1,3,0.996,11.774,12.594,8,55bce852fdf99b268358f83b,18,6616a611b1d4fd89aac7dfaa,66170b1f5f96b52eaa90d07e
4/10/2024 14:57,4/10/2024 14:58,0,67.48.139.56,100,21,1,4/10/2024 14:58,R_8jBzblaPrqL0qTT,,,,,26.2516,-98.2271,anonymous,EN,1,,29,1,,,,1,,,,,,,-99,3,-99,1.7,19.378,20.659,7,5e455faf462e0802d9d9c3e2,10,6616a611b1d4fd89aac7dfaa,66170b12cfe93d3011da87ea
4/10/2024 14:57,4/10/2024 14:58,0,71.127.170.229,100,17,1,4/10/2024 14:58,R_7QL3yRgOs5R0aWd,,,,,42.9237,-76.4098,anonymous,EN,2,,36,1,,1,,,,,,,,,1,1,5,1.184,15.951,17.225,7,6410e0ba81f88046afa861ca,9,6616a611b1d4fd89aac7dfaa,66170b23dbd49045a9b7ff25
4/10/2024 14:57,4/10/2024 14:58,0,24.155.19.31,100,20,1,4/10/2024 14:58,R_2luV9tPuITHKnAy,,,,,31.5338,-97.1923,anonymous,EN,2,,30,2,,1,,,,,,,,,4,1,4,3.718,18.647,19.372,18,60fd6fc2f8cf114799db0da0,18,6616a611b1d4fd89aac7dfaa,66170b2200dadcc6fcdce0c5
4/10/2024 14:57,4/10/2024 14:58,0,24.46.46.39,100,21,1,4/10/2024 14:58,R_7YMvdS0PV7XqZzT,,,,,40.5795,-73.9889,anonymous,EN,2,,26,1,,,,1,,,,,,,5,3,3,1.176,18.393,20.372,15,5e4d2e7f6603cd16888864e7,5,6616a611b1d4fd89aac7dfaa,66170b0b930682ea90c8ef53
4/10/2024 14:57,4/10/2024 14:58,0,104.62.167.138,100,18,1,4/10/2024 14:58,R_7dAFfiCFa2HzUor,,,,,30.0074,-90.115,anonymous,EN,1,,36,1,,,,,1,,,,,,5,1,4,1.212,17.259,18.02,8,63d13b764f00a53476867c25,3,6616a611b1d4fd89aac7dfaa,66170b3da615a367b1f1fc57
4/10/2024 14:57,4/10/2024 14:58,0,104.32.234.8,100,19,1,4/10/2024 14:58,R_5V9ChWxfH18QTUy,,,,,34.1448,-118.3667,anonymous,EN,1,,29,1,,1,,,,,,,,,6,1,4,1.007,17.714,18.765,12,65de840bfbf8cb64654b7829,12,6616a611b1d4fd89aac7dfaa,66170b06cbe16bba2c31da37
4/10/2024 14:57,4/10/2024 14:58,0,174.96.192.192,100,23,1,4/10/2024 14:58,R_7CZOCtOgFvDCaZ0,,,,,37.7998,-84.872,anonymous,EN,1,,32,1,,1,,,,,,,,,4,3,2,3.046,20.522,21.902,7,656b41bec018aca657ed8254,9,6616a611b1d4fd89aac7dfaa,66170b2671a82418f9bc8440
4/10/2024 14:57,4/10/2024 14:58,0,24.249.165.174,100,20,1,4/10/2024 14:58,R_78zyJWJXMFKmBcn,,,,,33.7352,-112.1222,anonymous,EN,1,,36,2,,1,,,,,,,,,3,1,5,1.131,18.66,20.055,14,59ffb939517dfb00013dadda,2,6616a611b1d4fd89aac7dfaa,66170b32a9357cb40f186c82
4/10/2024 14:57,4/10/2024 14:58,0,75.139.132.206,100,28,1,4/10/2024 14:58,R_1iI8JOcGM2zFJO9,,,,,34.1138,-83.9991,anonymous,EN,1,,47,2,,1,,,,,,,,,3,1,4,3.267,25.953,27.939,7,65c9508f0987684411c45312,16,6616a611b1d4fd89aac7dfaa,66170aff5fb7f510a6715428
4/10/2024 14:58,4/10/2024 14:58,0,108.29.193.36,100,13,1,4/10/2024 14:58,R_2JlUuBLOiq9n3up,,,,,40.7828,-73.9745,anonymous,EN,1,,24,1,,,,,,,,1,,,6,1,4,0.879,12.132,12.925,7,65eb4bf83cd8843ed9896ba3,11,6616a611b1d4fd89aac7dfaa,66170b4cea63bde1ad7f8773
4/10/2024 14:57,4/10/2024 14:58,0,174.247.8.197,100,23,1,4/10/2024 14:58,R_1rTJJuphJsdbapZ,,,,,35.2227,-80.7938,anonymous,EN,2,,63,2,,1,,,,,,,,,6,1,2,1.77,20.487,22.517,7,5c3433ea8464370001892798,9,6616a611b1d4fd89aac7dfaa,66170b1b7fc752e94c45f939
4/10/2024 14:58,4/10/2024 14:58,0,72.177.67.110,100,15,1,4/10/2024 14:58,R_25ZKBSNQ15ZJvp4,,,,,30.2423,-97.7672,anonymous,EN,1,,31,1,,1,,,,,,,,,2,1,4,0.897,13.228,14.49,10,5ea0b664c2b7320a4aef95af,1,6616a611b1d4fd89aac7dfaa,66170b4ca57eaa2b5cd59cb8
4/10/2024 14:58,4/10/2024 14:58,0,98.255.189.16,100,16,1,4/10/2024 14:58,R_1Qi8cM5GHSwsRm4,,,,,38.4272,-121.442,anonymous,EN,1,,26,1,,,,1,,,,,,,3,1,4,1.928,15.199,16.139,7,5de8bc74553cee8280a7dd84,3,6616a611b1d4fd89aac7dfaa,66170b0b8c834c0664e43169
4/10/2024 14:58,4/10/2024 14:58,0,66.56.212.174,100,20,1,4/10/2024 14:58,R_5FPNv3eS1XKQfcN,,,,,36.039,-78.878,anonymous,EN,1,,60,1,,1,,,,,,,,,6,2,5,2.554,18.913,20.2,7,615586b009f801c3f2d4af8d,7,6616a611b1d4fd89aac7dfaa,66170b159f3d0353f995f218
4/10/2024 14:58,4/10/2024 14:58,0,128.187.112.18,100,17,1,4/10/2024 14:58,R_7jp1nash3pzMcPD,,,,,40.3507,-111.7349,anonymous,EN,1,,32,2,,,,1,,,,,,,5,1,5,1.816,15.008,15.805,8,634865f77fe29563ec6f621c,15,6616a611b1d4fd89aac7dfaa,66170b30d659f18714af1232
4/10/2024 14:58,4/10/2024 14:58,0,50.242.153.145,100,17,1,4/10/2024 14:58,R_5geE1VffWzQs6CW,,,,,31.2653,-85.3992,anonymous,EN,1,,33,2,,1,,,,,,,,,4,1,4,1.161,16.03,17.374,7,5db72ba3ae256f000d56c96b,10,6616a611b1d4fd89aac7dfaa,6617095934d6f85d29e87604
4/10/2024 14:58,4/10/2024 14:58,0,65.27.55.209,100,25,1,4/10/2024 14:58,R_2oT7TvaxcySCDt0,,,,,42.7594,-88.1968,anonymous,EN,1,,49,1,,1,,,,,,,,,2,1,2,1.552,21.517,24.397,7,628e0063fa56e316da2a71cb,9,6616a611b1d4fd89aac7dfaa,66170b1217fd8b0cc7bd2e50
4/10/2024 14:58,4/10/2024 14:58,0,68.200.21.162,100,21,1,4/10/2024 14:58,R_1aKqBW7CFGFgGQN,,,,,28.87,-82.3468,anonymous,EN,1,,69,2,,1,,,,,,,,,5,1,2,1.358,17.774,20.203,7,60e36e6ecb9f00e7b4dab92e,12,6616a611b1d4fd89aac7dfaa,66170b3cb2e78ad6e249ee4f
4/10/2024 14:58,4/10/2024 14:58,0,75.192.152.13,100,29,1,4/10/2024 14:58,R_1I5bq7Gk8NHDVFy,,,,,39.9597,-75.1995,anonymous,EN,2,,40,1,,,1,,,,,,,,4,2,4,1.301,27.856,28.501,15,65c193ac6c65fd9357ae57c7,5,6616a611b1d4fd89aac7dfaa,66170af772a08ba4a1deeb51
4/10/2024 14:57,4/10/2024 14:58,0,73.117.102.251,100,71,1,4/10/2024 14:58,R_73TvdTCIQDnRovU,,,,,40.6789,-80.5975,anonymous,EN,2,,48,3,,1,,,,,,,,,2,1,3,45.763,70.154,70.991,24,5ec9fc1650b79c158be48421,13,6616a611b1d4fd89aac7dfaa,661709eb21d1564d6619e71f
4/10/2024 14:58,4/10/2024 14:58,0,99.154.0.189,100,18,1,4/10/2024 14:58,R_2FL3KDeiqzRWv4v,,,,,29.3763,-98.3884,anonymous,EN,2,,21,1,,,1,1,,,,,,,2,1,3,1.828,16.82,17.653,15,61086f515114c26363323a17,16,6616a611b1d4fd89aac7dfaa,66170b544a127b90e73964c0
4/10/2024 14:58,4/10/2024 14:58,0,172.59.1.186,100,19,1,4/10/2024 14:58,R_6nJJtWHFTpM6FMN,,,,,35.0506,-106.7249,anonymous,EN,1,,32,1,,,,,,1,,,,,5,1,5,1.101,16.271,18.071,19,5a21831fe9d5ec00010b33e1,13,6616a611b1d4fd89aac7dfaa,66170b4dd9af9c3aa9c6125c
4/10/2024 14:58,4/10/2024 14:58,0,72.214.209.161,100,16,1,4/10/2024 14:58,R_2FRHM2pKsd1a7T8,,,,,33.5093,-112.0563,anonymous,EN,2,,39,2,,1,,,,,,,,,6,1,3,2.142,15.566,15.871,9,58c72acd444ade00010234d8,8,6616a611b1d4fd89aac7dfaa,66170b5c092b3229c937121f
4/10/2024 14:58,4/10/2024 14:58,0,24.209.129.54,100,35,1,4/10/2024 14:58,R_1gOxcUcGOIvGhaN,,,,,43.0006,-88.22,anonymous,EN,2,,55,3,,1,,,,,,,,,3,1,4,2.535,32.357,34.3,15,61219fd8387ca59d07e0dc1c,13,6616a611b1d4fd89aac7dfaa,66170b141ed3e450b152e06a
4/10/2024 14:58,4/10/2024 14:58,0,141.152.251.155,100,26,1,4/10/2024 14:58,R_2gauqUzzWRhCz73,,,,,39.9843,-75.2266,anonymous,EN,2,,22,2,,1,,,,,,,,,2,3,4,1.275,24.756,25.997,7,60fe0e3ef4b51b89b712c30d,3,6616a611b1d4fd89aac7dfaa,66170b353d7de68d9ba9be54
4/10/2024 14:58,4/10/2024 14:58,0,174.87.27.27,100,27,1,4/10/2024 14:58,R_5cZZFuzDSbNRv7u,,,,,34.8679,-118.3412,anonymous,EN,2,,60,3,,1,,,,,,,,,2,1,2,1.591,26.114,27.276,19,656b72a5777a9eddffb28aba,13,6616a611b1d4fd89aac7dfaa,66170b27f044f9d157bd5262
4/10/2024 14:58,4/10/2024 14:59,0,67.80.94.223,100,17,1,4/10/2024 14:59,R_7t9WhLJcLQ8Rcyq,,,,,40.9363,-74.6608,anonymous,EN,2,,38,2,,1,,,,,,,,,6,1,4,1.045,15.391,17.48,15,5f7a28b8bedcf2112ebd1289,11,6616a611b1d4fd89aac7dfaa,66170b3f21706d900529cb3e
4/10/2024 14:58,4/10/2024 14:59,0,72.198.22.76,100,17,1,4/10/2024 14:59,R_6oKMUkhnqDnWEdo,,,,,35.3274,-97.5556,anonymous,EN,1,,40,1,,,,1,,,,,,,4,2,4,1.56,15.522,16.598,8,5c291c9e1496350001cd4646,13,6616a611b1d4fd89aac7dfaa,66170b559b546d6414ed031f
4/10/2024 14:58,4/10/2024 14:59,0,47.157.39.102,100,22,1,4/10/2024 14:59,R_225TRuFQLQG2uOO,,,,,34.2773,-118.5001,anonymous,EN,2,,78,1,,1,,,,,,,,,1,1,4,3.335,18.935,21.042,7,5c1150e31e7d6900018207ef,17,6616a611b1d4fd89aac7dfaa,66170b4ac40c5dc838b7feef
4/10/2024 14:58,4/10/2024 14:59,0,162.205.86.14,100,22,1,4/10/2024 14:59,R_2k7jN0w6RW3WmhQ,,,,,28.5464,-81.2585,anonymous,EN,2,,24,1,,,,1,,,,,,,5,3,4,1.456,20.552,22.007,11,65aefab74abd092841459281,5,6616a611b1d4fd89aac7dfaa,66170b66c5b8dd7cffea38e4
4/10/2024 14:58,4/10/2024 14:59,0,172.58.123.36,100,25,1,4/10/2024 14:59,R_5WredoqdCcxvgzL,,,,,42.4261,-83.2514,anonymous,EN,1,,34,1,,1,,,,,,,,,3,2,2,1.564,19.525,25.169,9,5658000ca9872d0011e1ba26,14,6616a611b1d4fd89aac7dfaa,66170ae178764af0c3fbb346
4/10/2024 14:58,4/10/2024 14:59,0,98.97.143.30,100,23,1,4/10/2024 14:59,R_1qVIoy1BDSkNAE9,,,,,34.0544,-118.2441,anonymous,EN,1,,52,2,1,1,,,,,,,,,6,1,4,1.949,21.849,22.635,18,60f83b167c76803d88b92d53,15,6616a611b1d4fd89aac7dfaa,66170b62642a5cc354041730
4/10/2024 14:58,4/10/2024 14:59,0,68.114.251.198,100,38,1,4/10/2024 14:59,R_2fjEN62GdwYgT60,,,,,44.166,-87.5832,anonymous,EN,2,,50,2,,1,,,,,,,,,6,1,3,1.569,36.063,37.2,16,5dd371cada167d3773d4ee9e,14,6616a611b1d4fd89aac7dfaa,6617097ea03e1b5c297b10a0
4/10/2024 14:58,4/10/2024 14:59,0,73.103.164.182,100,20,1,4/10/2024 14:59,R_2hbU9KszbXjfJZW,,,,,39.1397,-86.5141,anonymous,EN,2,,20,1,,1,,,,,,,,,6,1,3,0.916,18.402,19.444,7,63d4019999c9ab839156014c,10,6616a611b1d4fd89aac7dfaa,66170b5ba26801f36df1fc4e
4/10/2024 14:59,4/10/2024 14:59,0,71.56.28.82,100,13,1,4/10/2024 14:59,R_2dFwGYaLaigzlNU,,,,,33.8743,-84.4653,anonymous,EN,1,,33,2,,1,,,,,,,,,6,1,4,1.966,11.899,12.757,8,5f6b39536e099f23661a5412,18,6616a611b1d4fd89aac7dfaa,66170b66ea63bde1ad7f8778
4/10/2024 14:58,4/10/2024 14:59,0,50.196.38.65,100,26,1,4/10/2024 14:59,R_2mXGHysRZ9VbME4,,,,,40.2363,-75.296,anonymous,EN,2,,65,4,,1,,,,,,,,,4,1,5,4.06,22.381,24.349,7,5bb7af73dd840f0001d85935,1,6616a611b1d4fd89aac7dfaa,66170b60a86f4186ab4a3408
4/10/2024 14:59,4/10/2024 14:59,0,104.181.68.181,100,17,1,4/10/2024 14:59,R_22sg6Ljh8dzw1st,,,,,30.5154,-97.6689,anonymous,EN,2,,55,2,,1,,,,,,,,,6,1,3,1.759,14.532,15.832,8,5a6b7f02e6cc4a0001b6a591,8,6616a611b1d4fd89aac7dfaa,66170b845f96b52eaa90d089
4/10/2024 14:58,4/10/2024 14:59,0,76.137.7.250,100,38,1,4/10/2024 14:59,R_2qTJgGZJPDpkhsG,,,,,26.6642,-80.1732,anonymous,EN,2,,38,2,,,1,,,,,,,,2,1,2,9.171,35.404,38.035,13,65ca80622f1d52a01a84e863,6,6616a611b1d4fd89aac7dfaa,66170b59f217cf2d95a743b4
4/10/2024 14:59,4/10/2024 14:59,0,108.36.204.75,100,28,1,4/10/2024 14:59,R_3v9fpC1pbGouZnl,,,,,39.9195,-75.1565,anonymous,EN,2,,39,3,,,,,1,,,,,,3,1,5,1.667,24.126,25.371,7,65d635d056de2f00fa72da28,5,6616a611b1d4fd89aac7dfaa,66170b639ead170d4aea37d2
4/10/2024 14:58,4/10/2024 14:59,0,76.203.168.70,100,87,1,4/10/2024 14:59,R_2PZWvpmuaUpILgR,,,,,25.7259,-80.4036,anonymous,EN,2,,45,2,,,,1,,,,,,,5,1,5,67.866,85.658,86.806,18,5e0f51826f6d3e66045b8feb,2,6616a611b1d4fd89aac7dfaa,661709845780ea30b90a15f0
4/10/2024 14:59,4/10/2024 14:59,0,23.112.13.21,100,14,1,4/10/2024 14:59,R_8DLYMhRVuvf9hMR,,,,,43.0725,-89.4491,anonymous,EN,1,,46,1,,1,,,,,,,,,6,1,4,0.901,11.357,12.5,9,5ee00ba7431cdf357dca02ab,3,6616a611b1d4fd89aac7dfaa,66170b6df639f67754d59c4d
